reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,empgTotalFunding
2015 BSIR (December 15),Colorado,Yuma County,"Develop/enhance plans, procedures, and protocols",2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,15000
2015 BSIR (December 15),Florida,County of Madison,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,44111
2015 BSIR (December 15),District of Columbia,District of Columbia Homeland Security and Emergency Management Agency,"Develop/enhance plans, procedures, and protocols",2014-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,3053679
2015 BSIR (December 15),Florida,County of Miami-Dade,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,435521
2015 BSIR (December 15),Florida,County of Okeechobee,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,46404
2015 BSIR (December 15),Florida,County of Alachua,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,82135
2015 BSIR (December 15),Florida,County of Palm Beach,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,7367
2015 BSIR (December 15),Florida,County of Brevard,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,142657
2015 BSIR (December 15),Florida,County of Putnam,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,56852
2015 BSIR (December 15),Florida,County of Citrus,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,75105
2015 BSIR (December 15),Florida,County of St. Johns,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,82771
2015 BSIR (December 15),Florida,County of DeSoto,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,57197
2015 BSIR (December 15),Florida,County of Union,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,43213
2015 BSIR (December 15),Florida,East Lake Tarpon Special Fire District,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,6250
2015 BSIR (December 15),Florida,County of Flagler,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,65920
2015 BSIR (December 15),Florida,Longwood Fire Department,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,5720
2015 BSIR (December 15),Florida,County of Gilchrist,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,43087
2015 BSIR (December 15),Georgia,Albany-Dougherty County Emergency Management Agency,Enhance capabilities to respond to all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,29320
2015 BSIR (December 15),Georgia,Atlanta-Fulton County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,100000
2015 BSIR (December 15),Florida,County of Hendry,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,47021
2015 BSIR (December 15),Georgia,Barrow County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,21310
2015 BSIR (December 15),Florida,County of Hillsborough,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,11440
2015 BSIR (December 15),Georgia,Brantley County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,6023
2015 BSIR (December 15),Georgia,Butts County Office of Homeland Security,Enhance capabilities to respond to all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,7597
2015 BSIR (December 15),Georgia,Catoosa County EMA,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,19183
2015 BSIR (December 15),Georgia,Atkinson County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Georgia,Cherokee County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,64804
2015 BSIR (December 15),Georgia,Coffee County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,18762
2015 BSIR (December 15),Georgia,Coweta County EMA,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,38695
2015 BSIR (December 15),Georgia,Banks County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,6019
2015 BSIR (December 15),Georgia,Decatur County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,8972
2015 BSIR (December 15),Georgia,Bleckley County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,7173
2015 BSIR (December 15),Georgia,Dublin-Laurens County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,16230
2015 BSIR (December 15),Georgia,Elbert County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,6821
2015 BSIR (December 15),Georgia,Floyd County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,29395
2015 BSIR (December 15),Georgia,Gilmer County Emergency Management Agency,Enhance capabilities to respond to all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,16511
2015 BSIR (December 15),Georgia,Greene County EMA,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Burke County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,7495
2015 BSIR (December 15),Georgia,Haralson County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,14260
2015 BSIR (December 15),Georgia,Henry County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,61177
2015 BSIR (December 15),Georgia,Jeff Davis County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,9966
2015 BSIR (December 15),Georgia,Lamar County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5995
2015 BSIR (December 15),Georgia,Long County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Georgia,Madison County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,12959
2015 BSIR (December 15),Georgia,Miller County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Murray County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,11888
2015 BSIR (December 15),Georgia,Peach County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,8809
2015 BSIR (December 15),Georgia,Quitman County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Georgia,Screven County Fire Department/Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Georgia,Stewart County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Georgia,Taylor County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Pickens County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,9329
2015 BSIR (December 15),Georgia,Rabun County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Seminole County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Sumter County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,10460
2015 BSIR (December 15),Georgia,Telfair County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,9294
2015 BSIR (December 15),Georgia,Towns County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Union County Emergency Management Agency ,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,13533
2015 BSIR (December 15),Georgia,Warren County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,6956
2015 BSIR (December 15),Georgia,White County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,8643
2015 BSIR (December 15),Georgia,Worth County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,14057
2015 BSIR (December 15),Hawaii,County of Maui,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,100000
2015 BSIR (December 15),Idaho,Bannock County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-10-01T00:00:00+00:00,17034.67
2015 BSIR (December 15),Idaho,Bingham County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-10-01T00:00:00+00:00,33174.99
2015 BSIR (December 15),Idaho,Boundary County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,13443.08
2015 BSIR (December 15),Idaho,Cassia County,Administer and manage the Homeland Security Grant Program,2015-09-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,20671.21
2015 BSIR (December 15),Idaho,Elmore County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,22140.89
2015 BSIR (December 15),Florida,County of Marion,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,94872
2015 BSIR (December 15),Idaho,Gooding County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,15793.76
2015 BSIR (December 15),Florida,County of Nassau,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,63776
2015 BSIR (December 15),Idaho,Latah County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,29228.61
2015 BSIR (December 15),Florida,County of Orange,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,18316
2015 BSIR (December 15),Idaho,Madison County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,29013.97
2015 BSIR (December 15),Florida,County of Pasco,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,13000
2015 BSIR (December 15),Georgia,Toombs County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,19019
2015 BSIR (December 15),Georgia,Twiggs County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Georgia,Ware County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,19809
2015 BSIR (December 15),Georgia,Wheeler County EMA,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Georgia,Wilkinson County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5000
2015 BSIR (December 15),Florida,County of Santa Rosa,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,11700
2015 BSIR (December 15),Hawaii,County of Kauai,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,130000
2015 BSIR (December 15),Florida,County of Sumter,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,52896
2015 BSIR (December 15),Idaho,Adams County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,9347.08
2015 BSIR (December 15),Idaho,Benewah County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,12372.18
2015 BSIR (December 15),Florida,County of Wakulla,"Develop/enhance plans, procedures, and protocols",2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,56246
2015 BSIR (December 15),Idaho,Bonneville County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,69631.55
2015 BSIR (December 15),Florida,Florida Division of Emergency Management,"Develop/enhance plans, procedures, and protocols",2016-02-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,300000
2015 BSIR (December 15),Idaho,Caribou County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-10-01T00:00:00+00:00,11059.6
2015 BSIR (December 15),Florida,The Villages Community Development District,Establish/enhance Citizen Corps Councils,2015-09-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,4840
2015 BSIR (December 15),Idaho,Custer County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,9507.63
2015 BSIR (December 15),Georgia,Appling County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,18231
2015 BSIR (December 15),Idaho,Gem County,Administer and manage the Homeland Security Grant Program,2014-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,16830.71
2015 BSIR (December 15),Georgia,Baker County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2015-07-01T00:00:00+00:00,2016-06-01T00:00:00+00:00,5500
2015 BSIR (December 15),Idaho,Kootenai County,Develop / enhance homeland security / emergency management organization and structure,2015-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,91902.89
2015 BSIR (December 15),Idaho,Lincoln County,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,10184.35
